Created,Day,Tweet ID,Full Text,Quote Full Text,Hashtags,Not mask or face covering related,HBM Related,Perceived Benefits,Perceived Barriers,Perceived Severity,Perceived Susceptibility,HBM Related AutoFill
Mon Aug 10 23:03:19 +0000 2020,223,1292959741803728896,"Why American men are less likely to wear masks, despite all the evidence supporting they reduce the spread of coronavirus: https://t.co/9H3AusQ7Sn",,,,,,,,,
Thu Jul 30 03:49:46 +0000 2020,212,1288683177364447232,"@narayananh @SathayePP @madhu_gop Lolzzzz. His kidney 😜 and we went to Bounce, ECR. Had to take appointment, fill an online Covid declaration form. Then temp check at entrance, shoe covers, mask obviously, everything disposable even towels 😬 everything was getting sanitized so often that my eyes were stinging",,,,,,,,,
Tue Jul 28 22:18:13 +0000 2020,210,1288237352750546947,"Since unrest, riots and civil disobedience are a ""myth,"" if this event gets canceled due to security reasons they and the MSM will simply mask it under the handy guise of 'Covid concerns.' https://t.co/DlWSlOO7bn",BREAKING: More than 100 police agencies are withdrawing from agreements to send personnel to bolster security at next month’s Democratic National Convention in Milwaukee. Send Pelosi and Nadler to do the work!!!,,,,,,,,
Sat Jul 25 13:45:20 +0000 2020,207,1287021118411476993,Wear a fvcking mask and stop being idiots https://t.co/TbdIFMRUmt,"The coronavirus outbreak in the U.S. right now rivals any in the world.
 

 It has been surging since mid-June, and the country’s rate of infection now puts it squarely in the top 10 countries with the worst outbreaks. https://t.co/fEPcbyzm9j",,,,,,,,
Fri Jul 24 08:37:01 +0000 2020,206,1286581139436703744,"@NYGovCuomo @PalmerReport There is in England. No Masks no Shopping, no masks no public transport. WEAR A MASK PLEASE AND KEEP YOU'RE FAMILIES SAFE",,,,,,,,,
Sat Jul 11 22:25:40 +0000 2020,193,1282078630517116931,@sethjlevy Ya and it's not the first time Trump put on a mask. I believe he had one at a Ford plant to be respectful in a hospital setting I'll wear one buts thats about it. Other than that people are taking the mask thing way too far,,,,,,,,,
Fri Jul 17 06:28:09 +0000 2020,199,1284011991317639176,Stop fucking telling ppl to wear masks When you die from a lung infection we re gonna be hear still laughing about the Covid scam suckers who fell for the mask bullshit Get over it of stay in the house with the rest of the germaphobes,,,,,,,,,
Sun Aug 09 17:47:15 +0000 2020,222,1292517816021561344,@DeidreHenderson @SpencerJCox I'm pretty sure you and your whole entire family wore masks and you still got Covid.... But if masks work then you guys shouldn't have got it right? But yet again you still mandate people to wear masks for no damn good reason cuz you know they don't work so fucking stupid!!!!!!,,,,,,,,,
Sun Jul 19 19:57:14 +0000 2020,201,1284940379201179648,@DevinCow So sorry! Hope you're feeling better! #WearAMask 💗🐮💗,,WearAMask,,,,,,,
Sat Jul 25 16:43:20 +0000 2020,207,1287065912328122369,"And on this topic, why can’t you force students to wear a mask, but strictly enforce a girl to cover her shoulders due to boys not being in control of themselves? Because that sounds like some BULLSHIT to me",,,,,,,,,
Fri Jul 10 19:32:14 +0000 2020,192,1281672599932514304,HOUGANG... SOCIAL DISTANCING...?!?!?! WHY THE MAN UTD GUY NOT WEARING MASK....,,,,,,,,,
Sun Jul 05 18:21:10 +0000 2020,187,1279842773051506688,@TbTtruthbetold @TodayWithJulius My thoughts on that argument are self preservation and herd immunity. If a person feels ill or are immunocompromised they should wear a mask. Healthy people are out getting exposed and are creating antibodies therefore strengthening us as a whole and dealing the virus.,,,,,,,,,
Fri Jun 26 15:45:10 +0000 2020,178,1276542026016841731,"Act like you've got some sense, and care about someone than just yourself. We're all trapped in this together.
 Do the right thing with this. Lives, many many lives, maybe even your own family and friends' lives, depend on it. Smarten up. Show some heart.
 #WearAMask https://t.co/7ALmK4pEJK","⚠️Multiple studies show that simply wearing a mask drastically reduces the spread of #coronavirus — potentially so much that we could avoid most lockdowns.
 

 PLEASE everyone #WearAMask.😷 https://t.co/WI6XxjQX9Z",WearAMask,,,,,,,
Sun Jul 19 05:47:11 +0000 2020,201,1284726459936825344,"From Thursday 23rd July, wearing a face mask in public will be mandatory in Melbourne and surrounding suburbs. Here's a simple technique to make a face mask from a sock.
 #MaskUpMelbourne #COVID19au #auspol #WearAMask #melbournelockdown #victorialockdown https://t.co/XkSBVzTzPg",,MaskUpMelbourne COVID19au auspol WearAMask melbournelockdown victorialockdown,,,,,,,
Wed Jan 29 15:23:37 +0000 2020,29,1222540810153005061,I have tracked the price history of #N95 mask on #amazon as well as other websites in the US. Its clear that the price have dramatically trebled in less than 7 days. https://t.co/YUALTfcOMt,,N95 amazon,,,,,,,
Tue Jul 14 01:24:36 +0000 2020,196,1282848436274921473,"@EddieEScott1 @Coalguy1992 @lukelmbrt @606kygirl_ @Jimyv2210 @wvabuckeye @toddcjarvis @CPtheBreeze @jonsaxton7 @connorcayton25 I think they did all of this knowing that the public would be going into a hard lockdown, so the immediate need for masks would be minimized.",,,,,,,,,
Sun Jul 12 19:56:39 +0000 2020,194,1282403517140013064,"@whitenoiseIive just make sure u wear a mask while doing it, it protects you from covid and makes it harder for them to identify you 😌✨💖",,,,,,,,,
Thu Jul 09 17:40:19 +0000 2020,191,1281282046439063554,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!  #BillionShields #Bottles2Shields Spanish https://t.co/Dzh14jOsuB #BillionShieldsChallenge #faceshield % https://t.co/xscb6jAhpO,,SaveTheWorld Coronavirus BillionShields Bottles2Shields BillionShieldsChallenge faceshield,,,,,,,
Fri Jul 03 03:24:07 +0000 2020,185,1278892248080539648,"“Texas governor orders residents to wear face masks as coronavirus cases surge
 

 The governor of Texas has ordered that face coverings must be worn in public across most of the state, in a dramatic ramping up of efforts to control a surge in coronavirus…” https://t.co/AC5Ls4AGCr",,,,,,,,,
Thu Aug 06 16:20:49 +0000 2020,219,1291408898121850880,"@HKigwangalla No Social Distance &amp; Masks! Covid-19 is highly contagious and has no boundaries. Rushing into ""ready"" mode is very risky. South Africa is 5th in the World with most cases. To my astonishment Tanzania is one of three countries in the World still open to USA visitors. Good Luck!",,,,,,,,,
Thu Jan 30 15:41:33 +0000 2020,30,1222907709529427972,"@Nquisitiv I know. My cousin put on Facebook this week not to order from a certain company because the products came from a city that was quarantined in China. Seems far-fetched, but still I’d like to know officially. #catastrophicthinkers",,catastrophicthinkers,,,,,,,
Tue May 05 13:15:36 +0000 2020,126,1257660218089115648,"Just wondering why anti-choice pro-lifers aren’t protesting 3,000 daily deaths of actual humans? Or is your focus only on zygotes, embryos &amp; fetuses? #StayHome
 Trump to face the price of reopening the US: tens of thousands of American lives - CNNPolitics https://t.co/hzsQ6DttIo",,StayHome,,,,,,,
Tue Jun 09 21:28:50 +0000 2020,161,1270467917147078657,it terrifies me that ppl are outside without masks and basically pretending that the pandemic didn’t exist,,,,,,,,,
Sat May 23 22:17:09 +0000 2020,144,1264319484409647104,I reckon Dominic Cummings was one of them kids who had chocolate all over his face but swore it wasn't him who had eaten it!! #COVIDー19 #DominicCummings #BorisJohnson #DominicGoings,,COVIDー19 DominicCummings BorisJohnson DominicGoings,,,,,,,
Thu May 21 16:09:54 +0000 2020,142,1263502287265320961,"@_pallavighosh I agree with you... Many are without MASK, Spitting &amp; Smoking is back... When I urged they say... that I am coward and scared... Common dialogue was used like our Businessmen's that ""We should LEARN to LiVE with COViD-19"" how to react now...:(",,,,,,,,,
Thu Jul 02 20:10:08 +0000 2020,184,1278783035463184386,"I live in Tucson where we’ve had about 2,000 new cases of COVID-19 in just the past week. I have been #wfh since March and avoiding any unnecessary trips out of the house, and I ALWAYS wear a mask, do curbside pickup or delivery when possible, etc.",,wfh,,,,,,,
Tue Jun 23 15:53:31 +0000 2020,175,1275456961090334721,spot for people to catch covid 19. more so now since you and YOUR government have reduced the 2 metre distance to 1 metre distance.. well do not blame us the general public when england ends up in a second full lockdown. because we will all just shove the facts right in your face,,,,,,,,,
Sun Aug 02 15:25:12 +0000 2020,215,1289945349738569734,"@jemimaerinx18 @JTMONEY1967 the asymptomatic spread of the virus is a thing. you can have it and not feel sick at all but still spread the virus. stop trying to make it okay. they should be social distancing if they're not wearing masks. even then, masks should be worn if they're going to have a party",,,,,,,,,
Fri Jul 10 21:39:24 +0000 2020,192,1281704599343124480,"man stupid people give me a good chuckle here and there, like flat earthers, they're just funny, but people who dont wear masks legitimately piss me off, because they're risking other peoples lives, like dude, just wear a fucking mask, like telling a toddler to eat vegetables.",,,,,,,,,
Tue Aug 11 00:04:01 +0000 2020,224,1292975019912392705,"@Pat58072526 @ckstopford @WSJ There are studies going back over 20 years that show that surgical masks offer no protection against airborne viruses. N95 masks do offer some protection but not 100%. My opinion, you are more likely to infect yourself wearing a mask than not.",,,,,,,,,
Sat Jun 13 14:06:59 +0000 2020,165,1271806272699056129,Wow my husband’s company sent all their staff legit face masks in the post today 👌🏾. They also couriered his office chair to him at the start of lockdown. I guess my company don’t care about my personal health and safety. 🤷🏾‍♀️,,,,,,,,,
Mon Jul 13 04:43:49 +0000 2020,195,1282536186548850688,@TheEarlSaxon @PokerPolitics Mike Pence wouldn't even wear a mask to the Covid ward of the Mayo Clinc. #TrumpWearsAdultDiapers,,TrumpWearsAdultDiapers,,,,,,,
Tue Jul 21 18:23:36 +0000 2020,203,1285641591126986752,"@RitualAcid @NYGovCuomo Really? You're comparing trying to save lives to Nazi Germany? Do you wear a seatbelt in your car? Do you wear a harness when you're up in a tree stand? Do you wear a coat when it's cold out? I mean honestly, it's the mentality of a toddler! quit being selfish and wear a mask 🙄",,,,,,,,,
Wed Feb 12 08:14:20 +0000 2020,43,1227506209307029504,"#RT @accesspage: #RT @accesspage: #RT @accesspage: (WASHINGTON) &amp;mdash; Hiring jumped last month as U.S. employers added a robust 225,000 jobs, bolstering an economy that faces threats from China&amp;rsquo;s viral outbreak, an ongoing trade war and struggles… https://t.co/KkMlUSwmwm",,RT RT RT,,,,,,,
Mon Apr 20 21:15:34 +0000 2020,111,1252345187394662400,"Going for a walk on this beautiful sunny day in #pittsburgh and I can't believe how stupid and brainwashed people must be to wear masks while jogging &amp; bike riding
 #coronahoax #pennsylvania #pitt
 #coronavirus",,pittsburgh coronahoax pennsylvania pitt coronavirus,,,,,,,
Thu Jul 02 23:19:00 +0000 2020,184,1278830564582121472,"@Elex_Michaelson @kizwani Because the GOP and people who work at FOX news, specifically people like DR Drew and have been giving their viewers, mixed messages since day one. All Trump had to do was wear a mask for a couple months and tell people to stay home and all of this could have been avoided.",,,,,,,,,
Mon Jul 06 03:09:17 +0000 2020,188,1279975678218170368,"@THR such a waste when it didn’t have to be this way....
 

 Trump White House knew as early as Nov. Not until March US people finally told how dangerous covid is &amp; even then, no widespread mask/testing for another 2 months.
 

 https://t.co/ZzU5TQ8tqI",,,,,,,,,
Sat Jul 18 18:07:42 +0000 2020,200,1284550428059992066,"This Mask stuff is fogging up my sunglasses ! 😷😠
 Go away #Covid !!! https://t.co/cZ1OgnEGuT",,Covid,,,,,,,
Tue Jun 23 20:06:05 +0000 2020,175,1275520521879388161,"They “reopened” the country because they were losing money, not because it was safe
 

 Some of y’all wanted to get back to “normal” 🙄
 

 Y’all just couldn’t fuckin stay home or wear your damn masks 😷 
 

 Well, here we go... https://t.co/kQLZIJkMHU",Over 70% of our new cases since June 8th have been in the 20-39 age group. The same age group is experiencing increases in hospitalizations. #StayHome https://t.co/aUgSqJl8rj,,,,,,,,
Sun Mar 01 20:01:35 +0000 2020,61,1234207173107781632,Coronavirus: South Korea sect leader to face probe over deaths https://t.co/aWjK5OyZO3,,,,,,,,,
Fri Aug 14 22:36:44 +0000 2020,227,1294402603850244096,Joe's brain could totally misfire to the point he can only repeat the 3rd verse of WAP over and over again and I would walk my unmasked ass to the dropbox over some hot coals to vote for him. https://t.co/3NVTRsxe8y,"Joe Biden could walk on stage at a debate, drunk as fuck, slurring his words in a track suit and sandals promising to raise my taxes and I would STILL, without doubt, in a heartbeat, wait outside 8 hours during a pandemic to vote for him #VoteBlue",,,,,,,,
Sun Jul 19 16:25:03 +0000 2020,201,1284886984108974082,"@Inevitable_ET @SamBuscher2 @ScottAdamsSays Again, the only mask that PROTECTS YOU FROM COVID-19: You can’t get one - these are for doctors working on patients with viruses &gt;1 micron. https://t.co/x5libwR0AR",,,,,,,,,
Thu Jul 30 09:18:31 +0000 2020,212,1288765910640099330,@21WIRE @SmithTarquin They'll have a field day taking the kids. And blame people for not wearing masks and social distancing for the millions dying.,,,,,,,,,
Thu Jul 02 11:43:55 +0000 2020,184,1278655638990721024,Where is your Mask Notice that ABC when reporting indoors never practicing social distancing Never wear Mask What are you not telling us,,,,,,,,,
Sat Jul 11 00:10:00 +0000 2020,193,1281742502731685888,"Social isolation, flattening the curve, mask-wearing, and more: Millions have learned about these public health strategies during the pandemic. #PublicHealth https://t.co/meRs9D8OJO",,PublicHealth,,,,,,,
Sat Jul 11 11:04:42 +0000 2020,193,1281907263645589504,"@alwaysdiscerned @AnthonySabatini @CityofJax Ok, I did what you said... I went to https://t.co/cnCB5Nx96E and this is what it said.... USE A FACE COVER (aka) Mask even if you do NOT feel sick. https://t.co/GeL85wAsNm",,,,,,,,,
